Image,Vietnamese,Target word,Transcription,Example
"<img src=""introduce.gif"" />","<div>(sự) giới thiệu, tiến cử;&nbsp;</div><div>(sự) gửi gắm, phó&nbsp;thác, dặn dò, khuyên bảo;</div>",recommendation,"/,rekəmen'deiʃn/&nbsp;",<div>a. It is important to follow the doctor's recommendations if you want to improve your&nbsp;health.</div><div>b. The professor gave her former student a recommendation when he applied for a job&nbsp;at the hospital.</div><div><br /></div>
"<img src=""hMKH51SFBf4VD2eD.jpg"" />","(n): hồ sơ, sổ sách, biên bản, văn thư; kỷ lục; đĩa hát;<div>(v): ghi, ghi chép, ghi âm;</div>",record,/rɪˈkɔːd/,"<div>a. Ms. Han typed a written request for her medical records.</div><div>b. The official records kept in the city archives showed that an unusually high number&nbsp;of babies are born in the summer months.</div><div>archives [/ˈɑːr.kaɪv/] :&nbsp;a collection of historical records relating to a place, organization, or family;</div><div><br /></div>"
"<img src=""paste-60095182405633.jpg"" />","quy vào, quy cho, viện vào, ám chỉ, nói đến;&nbsp;<div>tham khảo, hỏi ý kiến;</div>",refer,/rɪˈfɜː/,"<div>a. I was referred to this specialist by the family practice nurse.</div><div>b. As soon as Agnes referred to the failed treatment, everyone's mood soured.</div><div><br /></div>"
"<img src=""Daniel-Will-Harris-Actor-headshot-serious-large_1380643440871.jpg"" />","nghiêm trọng, trầm trọng; nghiêm trang, nghiêm túc, đứng đắn;",serious,/ˈsɪərɪəs/,"<div>a. The impact of the serious news could be read on everyone's face.</div><div>b. For her dissertation, she made a serious study of women's health care needs in&nbsp;developing nations.</div><div><br /></div>"
"<img src=""paste-112197430673411.jpg"" />","đuổi kịp, theo kịp,&nbsp;&nbsp;làm kịp, kịp thời gian;",catch up,/kætʃ ʌp/,<div>a. My dentist likes to take time to catch up before she starts the examination.</div><div>b. The dental assistant caught up on her paperwork in between patients.</div><div><br /></div>
"<img src=""78376898_1380643440871.jpg"" />","&nbsp;(sự) sao nhãng, lãng trí, rối trí; sự giải trí, trò tiêu khiển;",distraction,/dɪˈstrækʃn̩/,"<div>a. To provide a distraction from the noise, Luisa's dentist offered her a pair of&nbsp;earphones.</div><div>b. My dentist is kind enough to provide distractions like television, which take my&nbsp;mind off the procedure.</div><div><br /></div>"
"<img src=""20161202-thu-225-p-dung-3-c-244-ng-thuc-khen-ch-234-con-theo-nguoi-do-th-225-i-1.jpg"" />","khuyến khích, khích lệ, cổ vũ, động viên;",encouragement,/ɪnˈkʌrɪdʒmənt/,<div>a. The perfect checkup was certainly encouragement to keep up my good dental&nbsp;hygiene.</div><div>b. Let me offer you some encouragement about your crooked teeth.</div><div><br /></div>
"<img src=""con-gai-de-hieu-lam-58ca24a2edfe3.jpg"" />","hiển nhiên, rành rành, rõ rệt;",evident,/ˈevɪdənt/,"<div>a. The presence of a wisdom tooth was not evident until the dentist started to examine&nbsp;the patient.</div><div>b. Unfortunately, his poor dental hygiene is evident from a distance.</div><div><br /></div>"
"<img src=""nail_biting_sign_of_perfectionist_featured.jpg"" />","thói quen, tập quán",habit,/ˈhæbɪt/,<div>a. The toddler's father stressed the importance of tooth brushing in hopes of&nbsp;establishing a good habit.</div><div>b. The patient had a habit of grinding his teeth during his sleep.</div><div><br /></div>
"<img src=""paste-19872813678595.jpg"" />","chiếu sáng, rọi sáng, soi sáng, làm sáng tỏ;",illuminate,/ɪˈluːmɪneɪt/,<div>a. The dark recesses of the mouth can only be seen clearly when illuminated with a&nbsp;lamp.</div><div>b. Let me turn on more lights to properly illuminate the back teeth.</div><div><br /></div>
"<img src=""bigstockphoto_Angry_1576149-resized-600.jpg"" />","chọc tức; làm tấy lên, làm rát",irritate,/ˈɪrɪteɪt/,"<div>a. The broken tooth rubbed against my tongue, irritating it.</div><div>b. Hannah's gums are irritated by foods that are very cold or very hot.</div><div><br /></div>"
"<img src=""Spa-Francorchamps_overview.jpg"" />",sự miêu tả chung nhưng ngắn gọn; cái nhìn khái quát; tổng quan,overview,/ˈəʊvəvjuː/,<div>a. I did a quick overview of your teeth and they look in good shape.</div><div>b. An overview of your dental records shows a history of problems.</div><div><br /></div>
"<img src=""promotion-position-yourself_1380643440871.jpg"" />","vị trí, chỗ, thế, tư thế; địa vị, chức vụ;",position,/pəˈzɪʃn̩/,<div>a. Let me tilt your head to a more comfortable position for you.</div><div>b. The position of the chair can be adjusted to a range of heights.</div><div><br /></div>
"<img src=""physicalfitnesstips4.jpg"" />","đều đặn, thường xuyên; theo quy tắc, có quy củ;",regularly,/ˈreɡjʊləli/,<div>a. She brushes regularly after every meal.</div><div>b. I have to remind my son regularly to brush his teeth.</div><div><br /></div>
"<img src=""broken-heart-restore-marriage-relationship-subliminal_1380643440871.png"" />","Khôi phục lại, phục hồi",restore,/rɪˈstɔː/,<div>a. The cleaning restored the whiteness of my teeth.</div><div>b. I will talk to my dentist about whether she knows any procedure to restore the parts&nbsp;of my teeth that I have ground away.</div><div><br /></div>
"<img src=""c142da_72a956c6736a456b80341be608e0a48c~mv2.jpg"" />","biết, nhận thấy, nhận thức thấy",aware,/ə'weə/&nbsp;,<div>a. I was not aware that flossing my teeth could prevent a buildup of plaque.</div><div>b. My dentist made me aware that I should have an appointment twice a year.&nbsp;</div><div><br /></div>
"<img src=""15407947-plan-b-strategy-option-alternative-planning-business-symbol-black-board-isolated_1380643440871.jpg"" />","sự lựa chọnn một trong hai;<div>thay thế khác, xen kẽ, thay phiên, luân phiên;</div>",alternative,/ɔːlˈtɜːnətɪv/,"<div>a. To lower the cost of health insurance, my employer chose an alternative method of&nbsp;insuring us.</div><div>b. I'd like to discuss alternative treatments before I agree to anything.</div><div><br /></div>"
"<img src=""krysten-ritonight-show-with-jay-leno-appearance-04_1380643440871.jpg"" />","bề ngoài, diện mạo (appearance); khía cạnh, mặt (side);",aspect,/ˈæspekt/,<div>a. The right to choose their own doctor is an important aspect of health coverage for&nbsp;many people.</div><div>b. The aspect of HMOs that people most dislike is the lack of personal service.</div><div><br /></div>
"<img src=""aminhoa sk.jpg"" />","liên quan, dính líu; lo lắng, lo ngại, quan tâm;",concern,/kənˈsɜːn/,"<div>a. Whenever I have health concerns, I call my doctor.</div><div>b. The rising cost of health care is of great concern to many people.</div><div><br /></div>"
"<img src=""css-highlight-colour.jpg"" />","nhấn mạnh, làm nổi bật;",emphasize,/ˈemfəsaɪz/,<div>a. The nurse emphasized the importance of eating a balanced diet.</div><div>b. The new insurance plan emphasizes wellness by providing reimbursement for&nbsp;health club memberships.</div><div><br /></div>
"<img src=""alphagamma-4-tips-to-establish-financial-freedom-while-in-college-finance-e1490610737864.jpg"" />","gánh chịu, chịu lấy,&nbsp;chịu, gánh, mắc, bị;",incur,/ɪnˈkɜː/,<div>a. I incurred substantial expenses that my health plan does not cover.</div><div>b. Dominic incurs the cost of a co-payment at each doctor's visit.</div><div><br /></div>
"<img src=""City+Personnel_1380643440871.png"" />","toàn thể CBCNV, tập thể nhân viên, nhân sự;",personnel,/ˌpɜːsəˈnel/,<div>a. The office manager insisted that she needed more personnel to finish the project on&nbsp;time.</div><div>b. The employee went to see the director of personnel about taking an extended leave&nbsp;of absence.</div><div><br /></div>
"<img src=""law_6.jpg"" />","chính sách, đường lối;",policy,/ˈpɒləsi/,<div>a. Company policy did not provide for overtime pay.</div><div>b. The company's insurance policy did not cover cosmetic surgery.</div><div><br /></div>
"<img src=""shutterstock_3409827.jpg"" />","phần, phần chia; (v): chia phần, chia thành từng phần;&nbsp;phần thức ăn (đựng ở đĩa đem lên cho khách, ở quán ăn);",portion,/ˈpɔːʃn̩/,<div>a. A portion of my benefits is my health care coverage.</div><div>b. I am keeping a record of the portion of my income I spend on health care.</div><div><br /></div>
"<img src=""30-day-money-back-guarantee_1_1380643440871.jpg"" />","hoàn lại, trả lại (số tiền đã tiêu)",reimburse,"/,ri:im'bə:s/",<div>a. The airline reimbursed me for the amount they had overcharged me.</div><div>b. She was reimbursed by the gas company for the damage to her house.</div><div><br /></div>
"<img src=""ignore.jpg"" />","<div>không quan tâm, không chú ý tới, không đếm xỉa tới, bất&nbsp;chấp;</div>",regardless,/rɪˈɡɑːdləs/,"<div>a. Regardless of the cost, we all need health insurance.</div><div>b. I keep going to the same doctor, regardless of the fact that she does not take my&nbsp;pain seriously.</div><div><br /></div>"
"<img src=""medical-treatment.jpg"" />",sự điều trị; phép trị bệnh,treatment,/'tri:tmənt/,<div>a. Perhaps it's time to try a new course of treatment.</div><div>b. This disease doesn't generally respond to (= improve as a result of) treatment.</div>
"<img src=""Making Safe Food 11.jpg"" />","làm cho phù hợp, thích hợp; làm cho thỏa mãn, đáp ứng; tiện, hợp với;",suit,/sju:t/,<div>a. This insurance plan doesn't suit our family as it doesn't cover well-baby care.</div><div>b. I have finally found a health plan that suits my needs.</div><div><br /></div>
"<img src=""Cứ-sai-đi-vì-cuộc-đời-cho-phép.jpg"" />",cho phép; để cho;,allow,/ə'laʊ/,<div>a. My insurance does not allow me to choose my own hospital.</div><div>b. The health plan made an exception by allowing me to go directly to a&nbsp;dermatologist.</div><div><br /></div>
"<img src=""minimum-and-average-salary-romania.jpg"" />",(n): tiền lương; (v): trả lương,salary,/'sæləri/,<div><div>a. The receptionist believed that he worked too hard for such a small salary.</div><div>b. The technician was pleased to have a raise in salary after only six months on the&nbsp;job.</div><div><br /></div></div>
"<img src=""BIG_458443712032514_02.jpg"" />","đi theo,dẫn đường;",accompany,/əˈkʌmpəni,a. The course books are accompanied by four CDs.<div>b.&nbsp;Would you like me to accompany you to your room?</div><div><br /></div>
"<img src=""images874345_anh_2_soat_ve.jpg"" />","thú nhận, thừa nhận; cho vào, nhận vào, kết nạp;",admit,/ədˈmɪt/,<div>a. The injured patient was admitted to the unit directly from the emergency room.</div><div>b. The staff refused to admit the patient until he had proof of insurance.</div><div><br /></div>
"<img src=""How-to-Attract-Top-Performers-to-Your-Company_0212.jpg"" />","cho phép, ủy quyền;",authorize,/'ɔ:θəraiz/,<div>a. The doctor suggested that she check with her insurance company to make sure it&nbsp;would authorize a lengthened hospital stay.</div><div>b. We cannot share the test results with you until we have been authorized to do so by&nbsp;your doctor.</div><div><br /></div>
"<img src=""1_109783.jpg"" />","<div>chỉ định, bổ nhiệm, chọn lựa (appoint); chỉ rõ, định rõ&nbsp;(specify);</div>",designate,/ˈdezɪɡneɪt/,"<div>a. The labels on the bags desinated the type of blood they contained.</div><div>b. On her admittance form, grandmother designated Aunt Tessa as her chief decision-maker.</div><div><br /></div>"
"<img src=""Francois-Hollande-nham-chuc-6_1380643440871.jpg"" />","<div>(n) : đội hộ tống; người dẫn đường, vệ sĩ; &nbsp;(v): đi hộ tống, đi&nbsp;theo;</div>",escort,/ɪˈskɔːt/,<div>a. Let's see if there is an escort available to take you to the parking garage.</div><div>b. You cannot leave the unit on your own; you'll have to wait for an escort.</div><div><br /></div>
"<img src=""a1112-18b-1.jpg"" />","<div>nhận ra, nhận biết, nhận diện; đồng nhất, đồng cảm, đồng nhất&nbsp;hóa;</div>",identify,/aɪˈdentɪfaɪ/,<div>a. The tiny bracelets identified each baby in the nursery.</div><div>b. Your medical records are all marked with your patient number to identify them in&nbsp;case of a mix-up.</div><div><br /></div>
"<img src=""paste-245951302205443.jpg"" />","&nbsp;sứ mệnh, nhiệm vụ;",mission,&nbsp;/'miʃn/,<div>a. The hospital chaplain took as his mission to visit every patient admitted each day.</div><div>b. The nurse explained that the mission of everyone in the unit was to make sure the&nbsp;patients got well as soon as possible.</div><div><br /></div>
"<img src=""giayphepcon_NSAQ.jpg"" />","(n): giấy phép, sự cho phép; /pə'mit/ (v): cho phép, chấp nhận;",permit,/pəˈmɪt/,<div>a. Smoking is not permitted anywhere inside the hospital.</div><div>b. Would you check with the nurse to see if I am permitted to eat before surgery?</div><div><br /></div>
"<img src=""paste-263191300931585.jpg"" />","liên quan trực tiếp, thích hợp;",pertinent,/ˈpɜːtɪnənt/,"<div>a. You should mention any pertinent heatth issues to the staff before you are admitted&nbsp;for surgery.</div><div>b. The patient's health record contained pertinent information, like the dates of all his&nbsp;inoculations.</div><div><br /></div>"
